,UEI,Start Date,End Date,Duration(Days),Main Cause,Districts,State,Extent of damage ,Event Source
1885,UEI-IMD-FL-1992-0039,22/07/1992 00:00,28/07/1992 00:00,7,heavy rains,Mumbai,Maharastra,,IMD
1886,UEI-IMD-FL-1992-0040,04/08/1992 00:00,04/08/1992 00:00,1,heavy rains,Mumbai,Maharastra,i)Normal life completely paralysed ii)Low lying areas flooded iii)Suburbanan train services delayed,IMD
1887,UEI-IMD-FL-1992-0041,12/08/1992 00:00,12/08/1992 00:00,1,heavy rains,Mumbai,Maharastra,"i)Low lying areas flooded ii)120 trains on mainline,60 on harbour cancelled due to flooding of tracks,signal failures iii)Electric supply snapped at many places",IMD
1888,UEI-IMD-FL-1992-0042,14/08/1992 00:00,14/08/1992 00:00,1,heavy rains,Pune,Maharastra,"i)Normal life completely paralysed ii)Railway,road traffic severely affected iii)Railway traffic on Mumbai-Pune section worst affected iv)Maharastra road transport corporation buses were plying behind schedule v)Road traffic on national highway No. 4 badly affected",IMD
1889,UEI-IMD-FL-1992-0043,15/08/1992 00:00,18/08/1992 00:00,4,heavy rains,Nagpur,Maharastra,200 people rescued from Narla village,IMD
1890,UEI-IMD-FL-1992-0044,16/08/1992 00:00,16/08/1992 00:00,1,heavy rains,Mumbai,Maharastra,,IMD
1891,UEI-IMD-FL-1992-0045,21/08/1992 00:00,21/08/1992 00:00,1,heavy rains,"Akola, Buldana, Chandrapur, Gadchiroli, Nagpur,Yavatmal",Maharastra,7 houses collapsed,IMD
1892,UEI-IMD-FL-1992-0046,31/08/1992 00:00,31/08/1992 00:00,1,heavy rains,Pune,Maharastra,,IMD
1893,UEI-IMD-FL-1992-0047,02/09/1992 00:00,02/09/1992 00:00,1,heavy rains,"Akola, Mumbai, Yavatmal",Maharastra,i)Normal life paralysed ii)Low lying areas flooded iii)Local train on central railway were running behind schedule,IMD
1894,UEI-IMD-FL-1992-0048,16/10/1992 00:00,16/10/1992 00:00,1,severe,3 out of 8 districts,Manipur,"i)5,000 houses inundated ii)10,000 hectares of paddy field submerged",IMD
1895,UEI-IMD-FL-1992-0049,09/08/1992 00:00,10/08/1992 00:00,2,heavy rains,Aizawl,Mizoram,17 houses swept away,IMD
1896,UEI-IMD-FL-1992-0050,23/09/1992 00:00,23/09/1992 00:00,1,heavy rains,Champhai,Mizoram,"4 houses completely,8 partially damaged",IMD
1897,UEI-IMD-FL-1992-0051,02/05/1992 00:00,02/05/1992 00:00,1,heavy rains,"Baleshwar,Cuttack",Odisha,,IMD
1898,UEI-IMD-FL-1992-0052,17/06/1992 00:00,17/06/1992 00:00,1,heavy rains,"Baleshwar, Cuttack, Ganjam,Puri",Odisha,"i)18 lakh people affected ii)Many low lying areas submerged iii)500 houses collapsed iv)Thousands of electricity poles,transformers damaged v)Several trees uprooted causing complete disruption of vehicular traffic",IMD
1899,UEI-IMD-FL-1992-0053,21/06/1992 00:00,21/06/1992 00:00,1,severe,Ganjam,Odisha,"i)45,000 people in 53 grampanchayat of 151 villages under 9 blocks rendered homeless ii)3,100 houses damaged iii)Extensive damage to crop like vegetables, sugarcane,betelnut plantation reported",IMD
1900,UEI-IMD-FL-1992-0054,24/06/1992 00:00,24/06/1992 00:00,1,heavy rains,"Cuttack,Puri",Odisha,i)6 power transmission tower damaged ii)Damages estimated to worth Rs. 70 lakhs,IMD
1901,UEI-IMD-FL-1992-0055,26/07/1992 00:00,27/07/1992 00:00,2,heavy rains,"Baleshwar , Cuttack, Ganjam,Koraput",Odisha,"i)Road communication between Bhubaneswar,Bhanjanagar via Belaguntha cut off, following damaged to a bridge over river Loharkhandi near Bhanjanagar ii)Operational work of paradeep port affected",IMD
1902,UEI-IMD-FL-1992-0056,17/08/1992 00:00,03/09/1992 00:00,18,severe,"Baleshwar, Bargarh, Cuttack, Ganjam, Kalahandi, Koraput, Kandhamal,Puri",Odisha,"i)8 lakh people affected ii)Several vilages marooned iii)Crop in 30,000 acres of land damaged iv)Several roads damaged in Bargarh, Kalahandi,Phulbani districts",IMD
1903,UEI-IMD-FL-1992-0057,17/07/1992 00:00,17/07/1992 00:00,1,heavy rains,Jaipur,Rajasthan,,IMD
1904,UEI-IMD-FL-1992-0058,22/07/1992 00:00,22/07/1992 00:00,1,heavy rains,Alwar,Rajasthan,Jaipur-Alwar road closed to vehicular traffic due to sliding of rocks,IMD
1905,UEI-IMD-FL-1992-0059,25/07/1992 00:00,25/07/1992 00:00,1,heavy rains,Jaipur,Rajasthan,,IMD
1906,UEI-IMD-FL-1992-0060,30/07/1992 00:00,30/07/1992 00:00,1,heavy rains,Bhilwara,Rajasthan,,IMD
1907,UEI-IMD-FL-1992-0061,31/07/1992 00:00,31/07/1992 00:00,1,heavy rains,Jodhpur,Rajasthan,Train services disrupted. Many trains for Jodhpur cancelled,IMD
1908,UEI-IMD-FL-1992-0062,06/08/1992 00:00,06/08/1992 00:00,1,heavy rains,Ganganagar,Rajasthan,"i)400 houses at Suratgarh damaged ii)Wheatgrains,mustard crop extensively damaged",IMD
1909,UEI-IMD-FL-1992-0063,08/08/1992 00:00,08/08/1992 00:00,1,heavy rains,"Jodhpur,Sawai Madhopur",Rajasthan,Panchara bund damaged,IMD
1910,UEI-IMD-FL-1992-0064,09/08/1992 00:00,09/08/1992 00:00,1,heavy rains,Kota,Rajasthan,Telecommunication services badly affected,IMD
1911,UEI-IMD-FL-1992-0065,11/08/1992 00:00,12/08/1992 00:00,2,heavy rains,"Jalor, Jodhpur,Udaipur",Rajasthan,i)150 houses damaged at Pali ii)Train services disrupted,IMD
1912,UEI-IMD-FL-1992-0066,14/08/1992 00:00,14/08/1992 00:00,1,heavy rains,Ajmer,Rajasthan,100 houses in Kakri tehsil damaged,IMD
1913,UEI-IMD-FL-1992-0067,17/08/1992 00:00,17/08/1992 00:00,1,heavy rains,Jaipur,Rajasthan,i)100 houses damaged ii)Amba Bari Pool damaged,IMD
1914,UEI-IMD-FL-1992-0068,03/09/1992 00:00,03/09/1992 00:00,1,heavy rains,Ganganagar,Rajasthan,Several houses damaged,IMD
1915,UEI-IMD-FL-1992-0069,07/09/1992 00:00,07/09/1992 00:00,1,heavy rains,Sirohi,Rajasthan,,IMD
1916,UEI-IMD-FL-1992-0070,08/09/1992 00:00,08/09/1992 00:00,1,heavy rains,Ganganagar,Rajasthan,300 Kachchhcha houses damaged,IMD
1917,UEI-IMD-FL-1992-0071,05/07/1992 00:00,05/07/1992 00:00,1,heavy rains,East District,Sikkim,"i)East District remained cut off from rest of the state due to landslide ii)2.5 Megawat power house situated at a place between Rangpo,East District damaged ",IMD
1918,UEI-IMD-FL-1992-0072,22/08/1992 00:00,22/08/1992 00:00,1,heavy rains,East District,Sikkim,,IMD
1919,UEI-IMD-FL-1992-0073,18/09/1992 00:00,18/09/1992 00:00,1,heavy rains,East District,Sikkim,Vehicular traffic disrupted due to landslides at Likauvir on National Highway No. 31A,IMD
1920,UEI-IMD-FL-1992-0074,09/10/1992 00:00,11/10/1992 00:00,3,heavy rains,Kanyakumari,Tamil Nadu,i)Hundreds of houses dmaged ii)Loss estimated to worth Rs. 565 lakh,IMD
1921,UEI-IMD-FL-1992-0075,03/09/1992 00:00,20/09/1992 00:00,18,severe,"Prayagraj, Ballia, Banda, Chamoli, Fatehpur, Ghazipur, Kanpur Nagar,Kanpur Dehat, Pithoragarh,Varanasi",Uttar Pradesh,"i)Ballia, Banda,Ghazipur worst affected districts ii)2.62 million people in 3,424 villages affected iii)Land area of 47.51 lakh hectares including 24.51 lakh hectares of cropped area affected iv)Total loss estimated to worth Rs. 340 crores v)In Banda district, 20,700 houses swept away,40,000 houses damaged vi)Several roads blocke due to landslide disrupting vehicular traffic",IMD
1922,UEI-IMD-FL-1992-0076,05/04/1992 00:00,05/04/1992 00:00,1,heavy rains,South Twenty Four Pargan*,West Bengal,"i)Vast areas in Antali grampanchayat under Gosaba block affected ii)Several houses,two school buildings damaged iii)Damage to rabi crop reported",IMD
1923,UEI-IMD-FL-1992-0077,18/06/1992 00:00,18/06/1992 00:00,1,heavy rains,Kolkata,West Bengal,i)Low lying areas flooded ii)Vehicular traffic including Tram services severely affected,IMD
1924,UEI-IMD-FL-1992-0078,18/06/1992 00:00,22/06/1992 00:00,5,heavy rains,Medinipur,West Bengal,"i)700 mud houses collapsed ii)1,000 mud houses inundated in Egra, Paniparul,Patashpur blocks",IMD
1925,UEI-IMD-FL-1992-0079,23/06/1992 00:00,24/06/1992 00:00,2,heavy rains,Kolkata,West Bengal,"i)Low lying areas flooded ii)Normal city life completely paralysed iii)Transport system totally paralysed iv)A portion of metro-railway tunnel under construction caved in at the crossing of Coolotolla,Chittaranjan Avenue",IMD
1926,UEI-IMD-FL-1992-0080,28/06/1992 00:00,28/06/1992 00:00,1,heavy rains,Kolkata,West Bengal,i)Normal life completely paralysed ii)Low lying areas submerged iii)Vehicular traffic disrupted,IMD
1927,UEI-IMD-FL-1992-0081,10/07/1992 00:00,10/07/1992 00:00,1,heavy rains,Kolkata,West Bengal,"i)Some of the major thoroughfares in the city inundated disrupting vehicular ii)A tree uprooted,fell upon the Mazerhat bridge snapping overhead Tram wires. Tram services suspended",IMD
1928,UEI-IMD-FL-1992-0082,12/07/1992 00:00,12/07/1992 00:00,1,heavy rains,Darjiling,West Bengal,"i)National highway No. 31 cut off Sikkim, from rest of the country due to heavy landslides ii)Landslides also reported at Pesok blocking vehicular traffic between Darjiling,Ghoom",IMD
1929,UEI-IMD-FL-1992-0083,20/07/1992 00:00,20/07/1992 00:00,1,heavy rains,Howrah,West Bengal,2 houses collapsed,IMD
1930,UEI-IMD-FL-1992-0084,27/07/1992 00:00,27/07/1992 00:00,1,heavy rains,Medinipur,West Bengal,i)More than hundred houses dmaged at Tamluk ii)Schedule of ship movement hampered,IMD
1931,UEI-IMD-FL-1992-0085,01/08/1992 00:00,01/08/1992 00:00,1,heavy rains,Medinipur,West Bengal,i)Several houses dmaged ii)Protective wall of Digha bridge damaged st several places iii)Large number of electric poles uprooted disrupting telecommunication services,IMD
1932,UEI-IMD-FL-1992-0086,06/08/1992 00:00,06/08/1992 00:00,1,heavy rains,"Kolkata,Hooghly",West Bengal,"i)Normal life paralysed ii)Most areas in the city remained waterlogged iii)One double storeyed building at Kommagar in Hooghly district,another at Belgharia collapsed iv)Tram services,other vehicular services severely affected",IMD
1933,UEI-IMD-FL-1992-0087,07/08/1992 00:00,07/08/1992 00:00,1,heavy rains,Jalpaiguri,West Bengal,"i)25,000 people affected ii)Vast areas inudated iii)1 bridge washed away",IMD
1934,UEI-IMD-FL-1992-0088,26/09/1992 00:00,26/09/1992 00:00,1,flash flood,Puruliya,West Bengal,"i)20 lakh people affected ii)2,000 families in 8 villages rendered homeless iii)4,000 acres of paddy field submerged iv)500 mud houses damaged v)32 bridges,culverts damaged vi)200 metres of railway track on Puruliya Tatanagar section severely damaged suspending train services vii)National highway No. 31 linking Puruliya with rest of the state breached at several places",IMD
1935,UEI-IMD-FL-1992-0089,18/08/1992 00:00,18/08/1992 00:00,1,heavy rains,Chandigarh,Punjab,,IMD
1936,UEI-IMD-FL-1992-0090,24/07/1992 00:00,24/07/1992 00:00,1,heavy rains,"North, North East, West, East, South West, Central, New Delhi, South, Shahdara, South East, North West",Delhi,,IMD
1937,UEI-IMD-FL-1993-0001,07/10/1993 00:00,11/10/1993 00:00,5,flash flood,"Hyderabad, Kurnool,Mahabubnagar",Andhra Pradesh,"(i) 2,265 houses fully,8,149 partially damaged. (ii) 109 villages affected. (iii) Extensive damage of standing crop reported.",IMD
1938,UEI-IMD-FL-1993-0002,07/06/1993 00:00,07/06/1993 00:00,1,heavy rains,"Upper Subansiri, Anjaw, Changlang, Tawang, Papum Pare, Tirap, East Siang, Lohit, Kurung Kumey, Lower Subansiri, East East Kameng, West Kameng, West East Kameng, West Kameng, Kra Daadi, Namsai, Longding, Upper Siang, Lower Siang, Upper Dibang Valley, Lower Dibang Valley, Siang, Shi Yomi, Pakke Kessang, West Siang, Lepa Rada, Kamle",Arunachal Pradesh,,IMD
1939,UEI-IMD-FL-1993-0003,02/07/1993 00:00,07/07/1993 00:00,6,severe flood (nea dihing),"Lohit,Lower Subansiri",Arunachal Pradesh,(i) 4 houses washed away. (ii) 4 bridges on Yazadazero road washed away. (iii) Both the districts cut off from the rest of the country. (iv) 150 metre stretch of national highway near Krishnapur in Namsai circie flooded. (v) National highway No. 52 submerged at several places.,IMD
1940,UEI-IMD-FL-1993-0004,05/09/1993 00:00,05/09/1993 00:00,1,flash flood,Tawang,Arunachal Pradesh,"10 houses washed away,",IMD
1941,UEI-IMD-FL-1993-0005,04/05/1993 00:00,12/05/1993 00:00,9,"severe flood (brahmaputra,its tributaries)",Karimganj,Assam,"(i) 52 villages having population of 50,000 affected. (ii) Longlai river breached its embankment at six places causing extensive damage to paddy field. (iii) National highway No. 44 flooded disrupting vï¿½ï¿½hicular traffic. (iv) On national highway, the road breached at Chand kheira disrupting road communication between Tripura,Assam.",IMD
1942,UEI-IMD-FL-1993-0006,05/06/1993 00:00,19/06/1993 00:00,15,,"Barpeta, Cachar, Darrang, Dhemaji, Dhubri, Dibrugarh,Goalpara, Golaghat, Hailakandi, Jorhat, Kamrup, Karimganj,  Lakhimpur, Mancachar, Nagaon, Nalbari, Sivasagar, Sonitpur,Tinsukia",Assam,"(i) 22,99,523 people in 3,498 villages affected. (ii)4,62,433 hectares of land,1,34,956 hectares of cropped land submerged. (iii) 2,525 houses fully,2,563 panially damaged. (iv) Railway,road communication at several places disrupted. (v) 16 km. long national highway No. 52 submerged.",IMD
1943,UEI-IMD-FL-1993-0007,20/07/1993 00:00,09/08/1993 00:00,21,"severe flood . (brahmaputra,its tributaries)","Barpeta, Bongaigaon, Cachar, Darrang, Dhemaji, Dhubri, Goalpara, Hailakandi, Jorhat, Kamrup, Karimganj,   Kokrajhar,  Lakhimpur, Mancachar,Nalbari",Assam,"(i) 24,78,781 people in 2,338 villages affected. (ii) 3,72,832 hectares of land area,87,000 hectares of cropped area flooded. (iii) 5,708 houses fully,9,550 partially damaged. (iv) Surface,railway communication between state,the rest of the country remained cut off for number of days. (v) National highway No. 52 submerged at several places disrupting the vehicular traffic completely.",IMD
1944,UEI-IMD-FL-1993-0008,10/08/1993 00:00,04/09/1993 00:00,26,"severe flood (brahmaputra,its tributaries) ","Barpeta, Dhemaji, Dhubri, Golaghat, Jorhat, Karbi Anglong, Lakhimpur, Mancachar,Sivasagar ",Assam,"(i) 6,30,822 people in 894 villages affected. (ii) 1,388 houscs damaged. (iii) 1,51,681 hectares of land area,43,019 hectares of cropped area flooded. ",IMD
1945,UEI-IMD-FL-1993-0009,22/07/1993 00:00,31/07/1993 00:00,10,"severe flood (ganga,its tributaries)","Darbhanga, Purba Champaran, Muzaffarpur,Sitamarhi",Bihar,"(i) 1.5 lakh people affected. (ii) Standing crop in 50,000 hectares of land worth Rs. 5.56 crores damaged. (iii) Public utilities wonh Rs 419 crores damaged. (iv) 300 metre long railway line between Dhang,Righa on Darbhanga-Narkatiaganj washed away. (v) River embankment breached at 15 places.",IMD
1946,UEI-IMD-FL-1993-0010,01/08/1993 00:00,31/08/1993 00:00,31,"severe flood  (ganga,its tributaries) ","Begusarai, Bhagalpur, Darbhanga, Purba Champaran, Gopalganj, Katihar, Khagaria, Madhepura,Madhubani, Muzaffarpur, Nalanda, Saharsa, Sitamarhi,Pashchim Champaran",Bihar,"(i) 46 lakh people affected. (ii) 200 pucca houses,2000 huts damaged. (iii) 2.5 lakh hectares of crop land flooded. Crop worth Rs. 133 crores damaged. (iv) 27 km. long road, 7 bridges,10 culverts damaged. (v) 35 school buildings,11 health centres damaged.",IMD
1947,UEI-IMD-FL-1993-0011,05/09/1993 00:00,05/09/1993 00:00,1,heavy rains,Patna,Bihar,2 houses collapsed.,IMD
1948,UEI-IMD-FL-1993-0012,20/09/1993 00:00,20/09/1993 00:00,1,heavy rains,Patna,Bihar,"(i) Fatwa, Khusrupur,Daniawan blocks inundated. (ii) Standing crop worth lakhs of rupees damaged.",IMD
1949,UEI-IMD-FL-1993-0013,12/06/1993 00:00,14/06/1993 00:00,3,heavy rains,Surat,Gujarat,(i) Low lying areas flooded. (ii) Many pucca roads in Randher area of the city inundated.,IMD
1950,UEI-IMD-FL-1993-0014,08/07/1993 00:00,14/07/1993 00:00,7,"severe flood (narmada,its tributaries)","Ahmadabad, Bharuch, Sabar Kantha,Vadodara",Gujarat,(i) Normal life paralysed. (ii) Shoolpeneshwar Shiv temple submerged. ,IMD
1951,UEI-IMD-FL-1993-0015,08/07/1993 00:00,21/07/1993 00:00,14,severe flood,"Jhajjar, Gurugram, Faridabad, Mahendragarh, Rewari, Nuh, Palwal, Charki Dadri, Yamunanagar, Kurukshetra, Kaithal, Sirsa, Karnal, Jind, Fatehabad, Hisar, Panipat, Sonipat, Bhiwani, Rohtak, Panchkula, Ambala",Haryana,"(i) 1.5 lakh people affected. (ii) 76,000 houses badly damaged. (iii) 5 lakh hectares of cropped area submerged. (iv) Crop worth Rs. 350 crores damaged. (v) Public utility worth Rs. 525 crores lost. (vi) Wheat stock worth over Rs. 15 crores damaged. (vii) The power station at Karnal, Kaitbal, Panipat,Sirsa extensively damaged. Electric installation worth Rs. 4 crores damaged. (viii) Panipat thermal power plant closed for a number of days. ",IMD
1952,UEI-IMD-FL-1993-0016,08/07/1993 00:00,12/07/1993 00:00,5,severe flood,"Lahul & Spiti, Chamba, Kangra, Kullu, Mandi, Kinnaur, Una, Shimla, Solan, Sirmaur, Hamirpur, Bilaspur",Himachal Pradesh,"() 4,557 houses completely damaged. (ii) 26,400 acres of agricultural land submerged. (ii) 26,400 acres of agriculum (iii) Several routes,bridges badly damaged. (iv) Public utilities worth Rs. 250 crores damaged.",IMD
1953,UEI-IMD-FL-1993-0017,24/03/1993 00:00,26/03/1993 00:00,3,heavy rains,"Jammu, Pulwama,Udhampur",Jammu and Kashmir,300 km. long Jammu-Srinagar national highway closed for vehicular traffic due to mud slide.,IMD
1954,UEI-IMD-FL-1993-0018,09/07/1993 00:00,14/07/1993 00:00,6,severe flood,"Jammu,Srinagar",Jammu and Kashmir,Road communication disrupted on all major highways.,IMD
1955,UEI-IMD-FL-1993-0019,31/08/1993 00:00,31/08/1993 00:00,1,heavy rains,Raichur,Karnataka,(i) 2 persons washed (1) Hundreds of people rendered homcless. away in Nagalapur tank. (ii) Property worth Rs. one crore damaged. (ii) Several cattleheads perished.,IMD
1956,UEI-IMD-FL-1993-0020,09/10/1993 00:00,09/10/1993 00:00,1,heavy rains,Raichur,Karnataka,(i) Hundreds of houses collapsed. (ii) 3000 families of slum dwellers rendered homeless.,IMD
1957,UEI-IMD-FL-1993-0021,11/10/1993 00:00,21/10/1993 00:00,11,severe flood,"Belgaum, Ballari, Bijapur Surendranagar, Kalaburagi,Raichur",Karnataka,"(1) 296 houses completely,1,170 partially damaged. (ii) Standing crop in 40,325 hectares of land in 10 talukas of Belgaum district damaged. (iii) The total loss including loss of public utilities worth Rs. 11.35 crores reported in Belgaum district.",IMD
1958,UEI-IMD-FL-1993-0022,01/06/1993 00:00,01/06/1993 00:00,1,heavy rains,"Alappuzha, Ernakulam, Idukki,  Kollam, Pathanamthitta, Thiruvananthapuram,Thrissur",Kerala,(i) Extensive damage to crop reported. (ii) Hundreds of houses damaged. (iii) Railway track inundated. .,IMD
1959,UEI-IMD-FL-1993-0023,13/06/1993 00:00,13/06/1993 00:00,1,heavy rains,Alappuzha,Kerala,() 100 houses damaged. (ii) Extensive damage to crop reported.,IMD
1960,UEI-IMD-FL-1993-0024,18/06/1993 00:00,18/06/1993 00:00,1,heavy rains,Thiruvananthapuram,Kerala,(i) 581 houses damaged. (ii) 500 families rendered homeless.,IMD
